CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
01371135000126,UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,168782.68
36540979000138,UNIMED COSTA VERDE RJ,2,2025,31697483.34
51427540000197,UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,86879658.90
00304148000110,FUNDAÇÃO DE SAÚDE ITAIGUAPY,2,2025,44125057.92
89870547000151,UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,102516315.81
23031479000129,UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,2,2025,5659094.74
87701249000102,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,53294448.96
73936395000102,UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2,2025,71508880.77
49210966000142,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,173161060.71
00262338000111,UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,2,2025,15624344.81
04612990000170,UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA,2,2025,59137476.13
73809352000166,FUNDAÇÃO SAÚDE ITAÚ,2,2025,1095706031.97
62476676000103,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,2,2025,20464825.42
26629238000174,UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.,2,2025,70109200.92
31432792000105,UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS,2,2025,2309418050.40
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,2,2025,53172873.51
78339439000130,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,2,2025,312907887.81
03315918000118,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO,2,2025,416195854.23
25064148000110,COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA,2,2025,22941233.61
52657079000121,UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,3497551.60
87306361000149,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,65770532.29
69612158000119,UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,6745471.91
73162760000179,UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO,2,2025,19687396.54
02597394000132,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,105629481.50
60975174000100,ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO,2,2025,342312852.64
00840048000108,UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,2,2025,21380737.20
02172353000102,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,2,2025,35799012.16
44595858000111,UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS,2,2025,6447086.17
00571628000147,DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,2,2025,1685729.64
66343534000129,UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,21534228.93
17505793000101,ABERTTA SAÚDE - ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL,2,2025,93739828.70
22263081000155,HOSPITAL CESAR LEITE,2,2025,5874781.12
68204486000113,UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,14620256.66
82956996000178,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,2,2025,112349542.55
82353079000107,PARANA ASSISTENCIA MEDICA LTDA,2,2025,35501425.81
62465117000106,FUNDAÇÃO CESP,2,2025,790771376.42
41905498000119,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,16937660.30
00660903000107,FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG,2,2025,92627693.39
15215452000168,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB,2,2025,10907379.62
64327059000171,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,20676062.31
44803922000102,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,2,2025,312622204.22
44863959000126,UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO,2,2025,225788814.34
41781949000153,UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS,2,2025,52672245.29
41511429000120,UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,13952286.15
42465310000121,TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,2,2025,3525658.57
73395469000140,CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE,2,2025,67707701.87
66343559000122,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,2,2025,68910516.72
93507895000136,POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,2,2025,256326.88
65442162000125,UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,2,2025,3162872.22
85177194000158,COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA,2,2025,28175905.79
05868278000107,UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.,2,2025,1301146166.82
42160192000143,FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL,2,2025,160435251.34
62635990000191,ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO,2,2025,165824781.74
71499792000139,UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,18280450.16
26291484000169,UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO,2,2025,26544052.63
85246916000189,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,2,2025,21720062.47
83506030000100,BENEFICENCIA CAMILIANA DO SUL,2,2025,123554748.57
74521188000150,UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,54291701.02
02888465000156,OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.,2,2025,48154703.95
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,68538722.64
25250820000162,UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,277496251.99
00636975000100,SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA,2,2025,27061916.49
87607149000111,UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,81703199.80
51473692000126,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA,2,2025,41660821.24
87497368000195,UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2,2025,133992140.82
35908607000159,CAMIM OPERADORA DE PLANO DE SAÚDE LTDA,2,2025,2298986.16
43643139000166,UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS,2,2025,615114995.79
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,2,2025,105641685.51
69289171000189,ATÍVIA SERVIÇOS DE SAÚDE S/A,2,2025,16707820.22
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO,2,2025,204139864.28
00668790000188,CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE,2,2025,24328538.78
01647867000104,UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,2,2025,457258.33
81076069000109,UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO,2,2025,49481809.38
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,2,2025,42792867.59
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,501964168.19
00368318000120,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,27992907.13
24243925000121,UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,2,2025,9741830.30
82602327000106,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO,2,2025,292917184.65
72127210000156,IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,2,2025,15118431.04
,,2,2025,534454.41
29640612000120,CONFERÊNCIA SÃO JOSÉ DO AVAÍ,2,2025,21805806.89
10395358000114,UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.,2,2025,157441497.18
25335803000128,ASSOCIAÇÃO BENEFICENTE CATÓLICA,2,2025,5246148.23
78044815000160,UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO,2,2025,57637074.28
23802218000165,UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO,2,2025,46007492.25
02156150000114,DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,2,2025,2524527.30
00012698000165,UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO,2,2025,8265095.69
69087922000184,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,29916724.79
03658432000182,GEAP AUTOGESTÃO EM SAÚDE,2,2025,1940643555.96
40853020000120,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2,2025,187081426.15
27626696000112,UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,2,2025,32681160.62
25329079000120,UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,2,2025,44377060.28
26150979000178,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,2,2025,19263224.75
28806545000109,UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO,2,2025,88423777.11
57214900000159,UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO,2,2025,34945901.46
71064539000152,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,13154001.13
09237009000195,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,2,2025,1751471.82
68682715000105,PLAMER PLANO MEDICO RESENDE LTDA,2,2025,15868309.01
97388490000187,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,2,2025,68270576.06
42182170000184,CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ,2,2025,122752855.64
30036685000197,CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP,2,2025,152005339.33
69259356000140,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,2,2025,100374772.52
40960189000189,UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,2,2025,2368.26
01193663000132,UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO,2,2025,39940943.14
67417519000140,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,40475726.97
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,2,2025,4811496.75
66854779000110,ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,2,2025,44619750.13
20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,2,2025,16683968.44
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,2,2025,505869442.03
29309127000179,AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,2,2025,10648868373.28
50739135000141,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,2,2025,189885856.37
78613841000161,ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA,2,2025,96544611.20
15214919000155,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,2,2025,146400349.74
05455431000166,CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,2,2025,582230.00
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,2,2025,13549024.71
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,2,2025,125178013.08
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2,2025,11558021.93
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,2,2025,51448361.84
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,8691421.37
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,2,2025,509112084.70
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,2,2025,49406098.22
00552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,2,2025,21472936.56
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,13073071.98
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,2,2025,75791559.63
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,2,2025,153285804.70
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,2,2025,23446200.77
00580481000151,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,2,2025,13281003.05
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,2,2025,49547746.35
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,55036124.47
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,2,2025,22648049.06
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,2,2025,57323197.09
09306242000182,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,2,2025,23564615.54
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,2,2025,57926649.75
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,2,2025,48322637.61
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,2,2025,10490334.87
02064028000118,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,2,2025,1384448.07
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2,2025,155560610.11
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,2,2025,111379114.09
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,40190408.36
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,2,2025,323445565.97
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,2,2025,227075342.85
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,122495798.65
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,2,2025,628262.89
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,86107004.22
57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,2,2025,0.00
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,2,2025,28199588.17
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,2,2025,6948281.68
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,2,2025,26421996.61
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,2,2025,41206710.04
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,2,2025,3507767.51
01773319000112,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2,2025,0.00
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,2,2025,349521578.98
37652765000116,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,8156550.49
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,2,2025,625533665.40
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,67633815.38
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,2,2025,10909827.91
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,2,2025,201077432.91
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,2,2025,38693584.93
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",2,2025,31616544.57
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,2,2025,557483954.85
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,2,2025,711225413.91
02041808000142,ADVANCE PLANOS DE SAÚDE LTDA,2,2025,14176250.07
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,1551736635.16
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,2,2025,53608417.99
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,2,2025,11659788.73
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,2,2025,1961412.96
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,2,2025,169844921.23
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,7515526.79
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,2,2025,66023299.68
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,2,2025,44692594.74
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,2,2025,145364628.05
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,2,2025,138314804.25
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,33899573.29
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,8258622.49
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,271964796.82
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,96510973.56
90747908000156,SULMED - ASSISTÊNCIA MÉDICA LTDA,2,2025,38168483.63
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,2,2025,85834414.55
35436658000125,DENTAL CENTER LTDA,2,2025,2267065.13
02812468000106,UNIMED NACIONAL - COOPERATIVA CENTRAL,2,2025,3304737499.72
19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,2,2025,325640564.85
42425561000182,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,2,2025,2665476.97
80653975000158,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,2,2025,35923908.51
76882612000117,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,2,2025,372221213.79
24449225000198,UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO,2,2025,216050365.04
00763923000103,UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,2,2025,67110.06
90619818000180,HOSPITAL DE PRONTOCLINICA LTDA.,2,2025,8480656.99
02403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,2,2025,372411994.92
03533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,2,2025,655112217.56
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,15741744.31
02192677000102,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,2,2025,6483804.97
02338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,2,2025,9092848.92
47565155000139,UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,2,2025,22350207.15
03980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,17602976.06
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,2,2025,117721268.91
49320799000192,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,2,2025,58354043.20
21575709000195,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,2,2025,81237850.97
29780384000194,HSMED SAUDE LTDA,2,2025,1892620.01
00531736000196,UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,2,2025,2083703.83
45572583000163,GARANTIA DE SAÚDE LTDA,2,2025,44065381.33
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,2,2025,14096805.82
24294787000100,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,6307323.20
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,2,2025,497202636.14
28502128000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,2,2025,38299595.10
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,2,2025,949277.76
15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,2,2025,37181237.16
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,2,2025,30101585.29
88732318000108,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,2,2025,26879024.33
01012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,7135242.65
28630531000187,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,2,2025,468360881.91
00342481000113,UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,2,2025,14206703.35
16513178000176,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,2,2025,2741741213.49
02314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,2,2025,1962681.65
33601568000117,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,2,2025,2336926.03
96509690000188,SÃO LUCAS SAÚDE S/A,2,2025,97496113.41
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,2,2025,185225966.60
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,2,2025,10092277.61
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,2,2025,71727281.13
02018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,2,2025,6599098.16
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,2,2025,155299972.96
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,2,2025,707023332.62
44945962000199,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,2,2025,1892837.68
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,2,2025,32718812.69
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,2,2025,9621694.40
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,32694473.26
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,2,2025,110126517.71
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,61214651.24
,,2,2025,2206457.23
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,2,2025,28968019.92
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,2,2025,9590115.59
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,2,2025,57951215.98
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,2,2025,137886242.62
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,2,2025,3816484521.91
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,2,2025,688128383.32
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,2,2025,32774141.99
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,25010818.55
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,2,2025,103490482.28
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,2,2025,4416049.12
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,2,2025,56596620.01
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,18154832.65
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,2,2025,2927442.54
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,2,2025,5421698.53
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,2,2025,132238191.42
95642179000197,HUMANA SAÚDE LTDA.,2,2025,189096810.99
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,2,2025,45984349.87
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2,2025,23275367.99
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,2,2025,554107033.02
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,2,2025,465347099.21
00338763000147,PLENA SAÚDE S.A.,2,2025,112414901.16
,,2,2025,59491953.28
